"hhnum","eventid","itemnum","bundlenum","bundletype","menugrp","nonschmealitem","itemdesc","itemdescsource","quantity","quantity_flag","size","size_flag","sizeunit","sizeunit_flag","sizerelative","gramstotal","additem_flag","itemcost","itemcost_flag","totitemcost","free","free_flag2","impitemcost","impcostmethod","imptotcost"
105615,47467,1,,,"GEN",-996,"PEANUT BUTTER SANDWICH",5,1,0,1,6,"LARGE",0,,297,0,0,0,0,1,0,,-996,
105615,47467,3,,,"GEN",-996,"PEACHES",6,1,0,1,0,"CONTAINER",0,,47,0,0,0,0,1,0,,-996,
105615,47467,2,,,"BEV",-996,"MILK, 1 PERCENT (%), LOW FAT",5,2,0,16,1,"OZ",1,,976,0,0,0,0,1,0,,-996,
105615,47468,2,,,"BEV",0,"MILK, 1 PERCENT (%), LOW FAT",5,1,0,0.5,0,"PINT",0,,242.943250779072,0,0,0,0,1,0,,-996,
105615,47468,1,,,"SCH",0,"CEREAL, READY-TO-EAT (ANY TYPE)",5,1,0,1,6,"SERVING",0,,28.248509030811,0,0,0,0,1,0,,-996,
105615,47469,4,,,"BEV",0,"MILK, 1 PERCENT (%), LOW FAT",5,1,0,0.5,0,"PINT",0,,242.943250779072,0,0,0,0,1,0,,-996,
105615,47469,2,,,"SCH",0,"ORANGES",6,1,0,1,6,"SERVING",0,,115.091588132635,0,0,0,0,1,0,,-996,
105615,47469,3,,,"SCH",0,"LETTUCE SALAD TOMATOES",6,1,0,1,6,"SERVING",0,,42.5705758426966,0,0,0,0,1,0,,-996,
105615,47469,1,,,"SCH",0,"TOAMALES",6,1,0,2,0,"SERVING",0,,150.193893979058,0,0,0,0,1,0,,-996,
105615,48333,1,,,"SCH",0,"BREAKFAST TACO WITH EGG",6,1,0,,0,,0,,116.82917721519,0,0,0,0,1,0,,-996,
105615,48333,3,,,"BEV",0,"JUICE, ORANGE",5,1,0,1,0,"PINT",0,,136.930581196581,0,0,0,0,1,0,,-996,
105615,48333,2,,,"BEV",0,"MILK, 1 PERCENT (%), LOW FAT",5,1,0,1,0,"PINT",0,,242.943250779072,0,0,0,0,1,0,,-996,
105615,48334,3,,,"BEV",0,"MILK, 1 PERCENT (%), LOW FAT",5,1,0,1,0,"PINT",0,,242.943250779072,0,0,0,0,1,0,,-996,
105615,48334,1,,,"SCH",0,"CHICKEN SANDWICH ON WHEAT BREAD",6,1,0,,0,,0,,154.09380314502,0,0,0,0,1,0,,-996,
105615,48334,2,,,"SCH",0,"POTATO WEDGES",6,1,0,2,0,"PIECE",0,,109.936444444444,0,0,0,0,1,0,,-996,
105615,48335,2,,,"BEV",0,"JUICE, ORANGE",5,1,0,1,0,"PINT",0,,136.930581196581,0,0,0,0,1,0,,-996,
105615,48335,1,,,"SCH",0,"SAUSAGE BISCUIT",5,1,0,,0,,0,,121.388834951456,0,0,0,0,1,0,,-996,
105615,48335,3,,,"BEV",0,"MILK, 1 PERCENT (%), LOW FAT",5,1,0,1,0,"PINT",0,,242.943250779072,0,0,0,0,1,0,,-996,
105615,48336,4,,,"BEV",0,"MILK, 1 PERCENT (%), LOW FAT",5,1,0,1,0,"PINT",0,,242.943250779072,0,0,0,0,1,0,,-996,
105615,48336,1,,,"SCH",0,"PASTA, MACARONI, OR SPAGHETTI",5,1,0,1,6,"SERVING",0,,118.885128205128,0,0,0,0,1,0,,-996,
105615,48336,2,,,"SCH",0,"GARLIC SALAD",6,1,0,1,6,"SERVING",0,,42.5705758426966,0,0,0,0,1,0,,-996,
105615,48336,3,,,"SCH",0,"BANANA",5,1,0,,0,,0,,108.158093883357,0,0,0,0,1,0,,-996,
105615,48337,2,,,"BEV",0,"MILK, 1 PERCENT (%), LOW FAT",5,1,0,1,0,"PINT",0,,242.943250779072,0,0,0,0,1,0,,-996,
105615,48337,3,,,"BEV",0,"JUICE, ORANGE",5,1,0,1,0,"PINT",0,,136.930581196581,0,0,0,0,1,0,,-996,
105615,48337,1,,,"SCH",0,"CHEESE TOAST",6,1,0,1,6,"PIECE",0,,112.092821576763,0,0,0,0,1,0,,-996,
105615,48338,1,,,"SCH",0,"PIZZA DIPPERS",6,1,0,4,0,"PIECE",0,,142.736621359223,0,0,0,0,1,0,,-996,
105615,48338,3,,,"SCH",0,"APPLESAUCE",5,1,0,1,6,"SERVING",0,,119.255647873393,0,0,0,0,1,0,,-996,
105615,48338,4,,,"BEV",0,"MILK, 1 PERCENT (%), LOW FAT",5,1,0,1,0,"PINT",0,,242.943250779072,0,0,0,0,1,0,,-996,
105615,48338,2,,,"SCH",0,"GREEN BEANS",5,1,0,1,6,"SERVING",0,,63.1119198664441,0,0,0,0,1,0,,-996,
105615,67497,2,,,"BEV",0,"JUICE, ORANGE",5,1,0,1,6,"PINT",0,,136.930581196581,0,0,5,0,1,0,,-996,
105615,67497,1,,,"SCH",0,"CHICKEN! BISCUIT",6,1,0,,0,,0,,121.388834951456,0,0,5,0,1,0,,-996,
105615,67497,3,,,"BEV",0,"MILK, 1 PERCENT (%), LOW FAT",5,1,0,1,6,"PINT",0,,242.943250779072,0,0,5,0,1,0,,-996,
105615,67499,4,,,"SCH",0,"FRUIT",6,1,6,,0,,0,,114.465849056604,0,0,5,0,1,0,,-996,
105615,67499,1,,,"SCH",0,"FISH WEDGE",6,4,0,,0,,0,,419.720307692307,0,0,5,0,1,0,,-996,
105615,67499,2,,,"SCH",0,"SALAD",6,1,0,,0,,0,,42.5705758426966,0,0,5,0,1,0,,-996,
105615,67499,3,,,"SCH",0,"SWEET POTATOES",6,2,0,,0,,0,,182.813066666667,0,0,5,0,1,0,,-996,
105615,67500,4,,,"GEN",-996,"BOILED EGG",6,1,0,,0,,0,,100,0,0,5,0,1,0,,-996,
105615,67500,1,,,"GEN",-996,"PEANUT BUTTER SANDWICH",5,1,0,,0,,0,,297,0,0,5,0,1,0,,-996,
105615,67500,3,,,"GEN",-996,"ORANGE",5,1,0,,0,,0,,184,0,0,5,0,1,0,,-996,
105615,67500,2,,,"BEV",-996,"WATER, NFS",5,1,0,20,0,"OZ",1,,592,0,0,5,0,1,0,,-996,
105627,47590,1,,,"GEN",-996,"2 EGG CHEESE OMELET WITH MUSHROOMS BELL PEPPERS OLIVES TOMATOES AND ONIONS",6,1,0,,0,,0,,157.146774193548,0,3,0,3,0,0,,-996,
105627,47590,2,,,"GEN",-996,"HOT CEREAL (OATMEAL, CREAM OF WHEAT, GRITS)",5,1,0,1,6,"BOWL",0,,205.002,0,0.47,0,0.47,0,0,,-996,
105627,47592,3,,,"GEN",-996,"HOT CEREAL WITH BROWN SUGAR CINNAMON AND RAISINS",6,1,0,,0,,0,,219.376666666667,0,0.84,0,0.84,0,0,,-996,
105627,47592,1,,,"GEN",-996,"TURKEY BACON",6,1,0,2,0,"PIECE",0,,28.3953816793893,0,0.58,0,0.58,0,0,,-996,
105627,47592,2,,,"GEN",-996,"EGG",6,1,0,,0,,0,,71.1576517150396,0,1.38,0,1.38,0,0,,-996,
105627,47593,2,,,"GEN",-996,"COOKIE, PEANUT BUTTER",5,1,0,,0,,0,,41.9380165289256,0,0.89,0,0.89,0,0,,-996,
105627,47593,1,,,"GEN",-996,"COOKIE, CHOCOLATE CHIP",5,1,0,,0,,0,,48.6037404994571,0,0.89,0,0.89,0,0,,-996,
105627,47593,3,,,"GEN",-996,"COOKIE CHOCOLATE FUDGE",6,1,0,,0,,0,,31.7512396694215,0,0.89,0,0.89,0,0,,-996,
105627,47595,3,,,"GEN",-996,"ROLL (ANY TYPE)",5,1,0,,0,,0,,28,0,0,0,0,0,0,,-996,
105627,47595,2,,,"GEN",-996,"SIDE SALAD",6,1,0,,0,,0,,333,0,0,0,0,0,0,,-996,
105627,47595,4,,,"GEN",-996,"MUNCHIE ROLL",6,1,0,,0,,0,,32,0,1.95,0,1.95,0,0,,-996,
105627,47595,1,,,"GEN",-996,"SPAGHETTI CARBONARA",6,1,0,,0,,0,,530,0,13.25,0,13.25,0,0,,-996,
105628,38956,1,,,"TOP",-996,"Roast Turkey & Swiss Wrap",7,1,0,,0,,0,,272,0,5.29,0,5.29,0,0,,-996,
105628,38956,2,,,"BEV",-996,"REGULAR SODA, DR PEPPER, ROOT BEER",5,1,0,1,6,"MEDIUM",0,"LARGE",645,0,1.89,0,1.89,0,0,,-996,
105628,38961,1,,,"BEV",-996,"TEA, ICED",5,1,0,1,6,"LARGE",0,"LARGE",947,0,2.59,0,2.59,0,0,,-996,
105628,38961,2,,,"TOP",-996,"Chicken Salad Sandwich on a Croissant",7,2,0,,0,,0,,472,0,3.35,0,6.7,0,0,,-996,
105628,39691,1,,,"TOP",-996,"Egg White Veggie Flatbread",7,1,0,,0,,0,,120,0,2.99,0,2.99,0,0,,-996,
105628,39691,2,,,"BEV",-996,"UNSWEETENED ICED TEA",5,1,0,1,0,"LARGE",0,"LARGE",947,0,2.59,0,2.59,0,0,,-996,
105628,39691,3,,,"BEV",-996,"ICED COFFEE WITH MOCHA AND CREAM",6,1,0,1,0,"LARGE",0,"LARGE",973,0,2.59,0,2.59,0,0,,-996,
105628,39692,2,,,"GEN",-996,"ITALIAN HOAGIE",6,1,0,12,0,"INCH",0,,456,0,5.75,0,5.75,0,0,,-996,
105628,39692,3,,,"GEN",-996,"TURKEY HOAGIE",6,1,0,12,0,"INCH",0,,454,0,6.75,0,6.75,0,0,,-996,
105628,39692,1,,,"GEN",-996,"CHEESE PIZZA WITH EXTRA CHEESE",6,1,0,1,0,"LARGE",0,,1361,0,13,0,13,0,0,,-996,
105628,40344,1,,,"BEV",-996,"COFFEE (OTHER OR UNKNOWN TYPE)",5,1,0,24,0,"OZ",1,,710.4,0,1.65,0,1.65,0,0,,-996,
105628,69204,2,,,"BEV",-996,"ICE TEA UNSWEETENED",6,1,0,1,6,"LARGE",0,"LARGE",947,0,2.59,0,2.59,0,0,,-996,
105628,69204,4,,,"BEV",-996,"ORIGINAL",6,1,0,1,6,"LARGE",0,"LARGE",592,0,2.19,0,2.19,0,0,,-996,
105628,69204,5,,,"BEV",-996,"MOCHASWRL",6,1,0,,0,,0,"MEDIUM",496,0,0,10,0,0,0,,-996,
105628,69204,1,,,"TOP",-996,"Egg White Veggie Flatbread",7,1,0,,0,,0,,120,0,2.59,0,2.59,0,0,,-996,
105628,69204,3,,,"TOP",-996,"LEMON",6,3,0,,0,,0,,21,0,0,10,0,0,0,,-996,
105643,52238,3,,,"TOP",-996,"Chicken Mcnuggets",7,1,0,10,0,"PIECE",0,,162,0,4.19,0,4.19,0,0,,-996,
105643,52238,5,,,"TOP",-996,"French Fries",7,1,0,1,6,"MEDIUM",0,"MEDIUM",117,0,1.69,0,1.69,0,0,,-996,
105643,52238,7,1,3,"BEV",-996,"APPLE JUICE",6,1,0,,0,,0,"LARGE",211,1,0,5,0,0,0,,-996,
105643,52238,8,2,3,"BEV",-996,"APPLE JUICE",6,1,0,,0,,0,"SMALL",211,2,0,5,0,0,0,,-996,
105643,52238,1,1,3,"TOP",-996,"Big Mac",7,1,0,,0,,0,,215,0,5.89,0,5.89,0,0,,-996,
105643,52238,6,1,3,"TOP",-996,"French Fries",7,1,0,,0,,0,"LARGE",154,1,0,5,0,0,0,,-996,
105643,52238,2,2,3,"TOP",-996,"McChicken",7,2,0,,0,,0,,286,0,4,0,8,0,0,,-996,
105643,52238,4,,,"TOP",-996,"Ketchup Packet",7,1,7,2,0,"PACK",1,,10,0,0,10,0,0,0,,-996,
105643,52238,9,2,3,"TOP",-996,"French Fries",7,2,4,,0,,0,"SMALL",142,1,0,5,0,0,0,,-996,
105643,52241,5,,,"BEV",-996,"SODA MEXICAN",6,1,0,,0,,0,,616,0,2.5,0,2.5,0,0,,-996,
105643,52241,3,,,"GEN",-996,"COCTEL DE CAM",6,1,0,,0,,0,,87,0,13.25,0,13.25,0,0,,-996,
105643,52241,4,,,"BEV",-996,"BEER CORONA",6,1,0,,0,,0,,360,0,4.25,0,4.25,0,0,,-996,
105643,52241,7,,,"BEV",-996,"SODA DE LATA",6,2,0,,0,,0,,1232,0,1.75,0,3.5,0,0,,-996,
105643,52241,2,,,"GEN",-996,"TOSTADA DE CA",6,1,0,,0,,0,,405,0,5.79,0,5.79,0,0,,-996,
105643,52241,1,,,"GEN",-996,"ENCHILADA (OTHER OR UNKNOWN TYPE)",5,2,0,,0,,0,,254,0,11.25,0,22.5,0,0,,-996,
105643,52241,6,,,"BEV",-996,"AGUE FRUTA NA",6,1,0,,0,,0,,474,0,2.5,0,2.5,0,0,,-996,
105645,53843,3,,,"BEV",-996,"TEA, ICED",5,1,0,16,0,"OZ",1,,473.6,0,0,0,0,1,0,,-996,
105645,53843,4,,,"GEN",-996,"FRENCH FRIES",5,1,0,1,0,"SMALL",0,,117,0,0,0,0,1,0,,-996,
105645,53843,2,,,"GEN",-996,"TATER TOTS",5,1,0,1,6,"SMALL",0,,144,0,0,0,0,1,0,,-996,
105645,53843,1,,,"GEN",-996,"HAMBURGER",5,2,0,1,6,"SERVING",0,,614,0,0,0,0,1,0,,-996,
105645,53843,6,,,"BEV",-996,"DIET SODA, COKE, PEPSI",5,1,0,20,0,"OZ",1,,592,0,0,0,0,1,0,,-996,
105645,53843,5,,,"GEN",-996,"PICKLES DILL",6,1,0,6,0,"SLICE",0,,38.5,0,0,0,0,1,0,,-996,
105645,53851,1,,,"BEV",-996,"REGULAR SODA, COCA COLA, COKE, PEPSI",5,1,0,12,0,"OZ",1,,368.4,0,0.5,0,0.5,0,0,,-996,
105645,53852,2,,,"BEV",-996,"COFFEE (OTHER OR UNKNOWN TYPE)",5,1,0,8,0,"OZ",1,,236.8,0,0,0,0,1,0,,-996,
105645,53852,1,,,"BEV",-996,"TEA, ICED",5,1,0,16,0,"OZ",1,,473.6,0,0,0,0,1,0,,-996,
105645,53854,2,,,"GEN",-996,"LETTUCE SALAD",5,1,0,1,0,"SERVING",0,,74.066,0,0,0,0,1,0,,-996,
105645,53854,1,,,"GEN",-996,"SPAGHETTI",6,1,0,1,6,"SERVING",0,,176.645192307692,0,0,0,0,1,0,,-996,
105645,53854,3,,,"GEN",-996,"BREAD (ANY TYPE)",5,1,0,1,6,"SERVING",0,,38.5754716981132,0,0,0,0,1,0,,-996,
105645,53867,1,,,"TOP",-996,"Sausage McMuffin w/ Egg",7,1,0,1,0,"SERVING",0,,164,0,1,0,1,0,0,,-996,
105645,53869,1,,,"GEN",-996,"CHICKEN SPAGHETTI",6,1,0,1,6,"SERVING",0,,530,0,3,0,3,0,0,,-996,
105645,53869,2,,,"GEN",-996,"LETTUCE SALAD HOUSE OR GARDEN",6,1,0,1,6,"SERVING",0,,333,0,2,0,2,0,0,,-996,
105645,54750,3,,,"GEN",-996,"HAM",5,1,0,,0,,0,,47.7878201634877,0,0,0,0,1,0,,-996,
105645,54750,5,,,"GEN",-996,"HUMUS DIP",6,2,0,,0,,0,,123.878155339806,0,0,0,0,1,0,,-996,
105645,54750,11,,,"BEV",-996,"ICE TEA",6,2,0,,0,,0,,1024.52851145038,0,0,0,0,1,0,,-996,
105645,54750,8,,,"GEN",-996,"PICKLES",6,1,0,,0,,0,,36.1815258215962,0,0,0,0,1,0,,-996,
105645,54750,9,,,"GEN",-996,"TOMATO SLICES",6,1,1,2,5,"SLICE",2,,55.8849196255079,0,0,0,0,1,0,,-996,
105645,54750,4,,,"GEN",-996,"DOUBLE EGGS",6,1,0,,0,,0,,71.1576517150396,0,0,0,0,1,0,,-996,
105645,54750,7,,,"BEV",-996,"BEER",6,2,0,,0,,0,,720,0,0,0,0,1,0,,-996,
105645,54750,12,,,"BEV",-996,"DIET SODA, COKE, PEPSI",5,2,0,,0,,0,,908.172613240418,0,0,0,0,1,0,,-996,
105645,54750,6,,,"GEN",-996,"DORITOS CHIPS",6,2,0,,0,,0,,75.0471752951862,0,0,0,0,1,0,,-996,
105645,54750,2,,,"GEN",-996,"CHEESE",6,1,0,,0,,0,,23.9665493496557,0,0,0,0,1,0,,-996,
105645,54750,10,,,"GEN",-996,"CHOCOLATE CAKE",6,2,0,,0,,0,,231.720625,0,0,0,0,1,0,,-996,
105645,54750,1,,,"GEN",-996,"SANDWHICH",6,1,0,,0,,0,,83,0,0,0,0,1,0,,-996,
105645,54752,2,1,3,"TOP",-996,"French Fries",7,1,0,1,6,"MEDIUM",0,"MEDIUM",117,0,0,0,0,0,0,,-996,
105645,54752,5,,,"TOP",-996,"French Fries",7,1,0,1,6,"SMALL",0,"SMALL",71,0,0,0,0,0,0,,-996,
105645,54752,4,,,"TOP",-996,"Hamburger",7,1,0,,0,,0,,100,0,0,0,0,0,0,,-996,
105645,54752,3,1,3,"BEV",-996,"REGULAR SODA, COCA COLA, COKE, PEPSI",5,1,0,1,6,"MEDIUM",0,"MEDIUM",645,0,0,0,0,0,0,,-996,
105645,54752,1,1,3,"TOP",-996,"Double Cheeseburger",7,1,0,,0,,0,,165,0,,1,,0,0,5.64,1,5.64
105645,54755,1,,,"GEN",-996,"TACO WITH MEAT AND LETTUCE",6,1,0,,0,,0,,405,0,7.25,0,7.25,0,0,,-996,
105645,54755,4,1,6,"GEN",-996,"CHIPS",6,1,0,,0,,0,,25,0,0,0,0,0,0,,-996,
105645,54755,5,1,6,"GEN",-996,"SALSA",6,1,0,,0,,0,,111,2,0,0,,0,0,,-996,
105645,54755,3,,,"BEV",-996,"DIET SODA, DR PEPPER, ROOT BEER",5,1,0,,0,,0,,600,0,0,0,0,0,0,,-996,
105645,54755,2,,,"GEN",-996,"WHITE CHEESE DIP",6,2,0,,0,,0,,890,0,0,0,0,0,0,,-996,
105645,54761,2,,,"BEV",-996,"COFFEE (OTHER OR UNKNOWN TYPE)",5,1,0,4,0,"OZ",1,,118.4,0,0,0,0,0,0,,-996,
105645,54761,1,,,"GEN",-996,"BACON AND CHEESE CROISSANT",6,1,0,,0,,0,,148,0,5,0,5,0,0,,-996,
105645,54766,1,,,"TOP",-996,"Sausage McMuffin",7,2,0,,0,,0,,228,0,1.11,0,2.22,0,0,,-996,
105645,54767,2,,,"BEV",-996,"ICE TEA",6,2,0,8,0,"OZ",1,,473.6,0,0,0,0,1,0,,-996,
105645,54767,1,,,"BEV",-996,"COFFEE",6,1,0,4,0,"OZ",1,,118.4,0,0,0,0,1,0,,-996,
105649,54822,1,,,"GEN",-996,"TURKEY",6,1,0,,0,,0,,42.9890049751244,0,0,0,0,1,0,,-996,
105649,54822,2,,,"GEN",-996,"STUFFING",6,1,0,,0,,0,,119.879454545455,0,0,0,0,1,0,,-996,
105649,54822,3,,,"GEN",-996,"GREEN BEANS",5,1,0,,0,,0,,65.8892307692308,0,0,0,0,1,0,,-996,
105649,54822,4,,,"GEN",-996,"MASHED POTATOES",5,1,0,,0,,0,,129.081832191781,0,0,0,0,1,0,,-996,
105649,54822,6,,,"GEN",-996,"PUMPKIN PIE",6,1,0,1,6,"SLICE",0,,141.984727272727,0,0,0,0,1,0,,-996,
105649,54822,5,,,"GEN",-996,"CORN",5,1,0,,0,,0,,39.9121428571429,0,0,0,0,1,0,,-996,
105649,54822,7,,,"BEV",-996,"WATER, NFS",5,1,0,1,6,"SERVING",0,,548.499882213066,0,0,0,0,1,0,,-996,
105649,54823,3,,,"GEN",-996,"COLE SLAW",6,2,0,1,6,"OZ",1,,56.7,0,0,0,0,1,0,,-996,
105649,54823,2,,,"GEN",-996,"MASHED POTATOES",5,4,0,1,6,"OZ",1,,113.4,0,0,0,0,1,0,,-996,
105649,54823,4,,,"GEN",-996,"LEMON CAKE",6,4,0,1,6,"OZ",1,,113.4,0,0,0,0,1,0,,-996,
105649,54823,6,,,"BEV",-996,"COFFEE (OTHER OR UNKNOWN TYPE)",5,6,0,1,6,"OZ",1,,177.6,0,0,0,0,1,0,,-996,
105649,54823,7,,,"GEN",-996,"CHOCOLATE FUDGE",6,3,0,1,6,"PIECE",0,,104.128421052632,0,0,0,0,1,0,,-996,
105649,54823,5,,,"GEN",-996,"KEY LIME PIE",6,3,0,1,6,"OZ",1,,85.05,0,0,0,0,1,0,,-996,
105649,54823,1,,,"GEN",-996,"HAM",5,1,0,3,0,"OZ",1,,85.05,0,0,0,0,1,0,,-996,
105657,52133,1,,,"BEV",-996,"COFFEE (OTHER OR UNKNOWN TYPE)",5,1,0,8,0,"OZ",1,"SMALL",355,0,0.74,0,0.74,0,0,,-996,
105657,52133,2,,,"TOP",-996,"Apple Cinnamon Walnut Oatmeal",7,1,0,,0,,0,,242,0,1.99,0,1.99,0,0,,-996,
105669,48052,4,,,"BEV",0,"MILK, 2 PERCENT (%), REDUCED FAT",5,2,0,,0,,0,,487.347368421053,0,0,0,0,1,0,,-996,
105669,48052,2,,,"SCH",0,"LETTUCE SALAD",6,2,0,,0,,0,,85.1411516853932,0,0,0,0,1,0,,-996,
105669,48052,3,,,"SCH",0,"RANCH SALAD DRESSING",5,2,0,1,6,"PACK",1,,67.0405466237938,0,0,0,0,1,0,,-996,
105669,48052,1,,,"SCH",0,"PIZZA, CHEESE",5,2,0,,0,,0,,287.532572741195,0,0,0,0,1,0,,-996,
105669,48054,2,,,"SCH",0,"CORN",5,2,0,1,6,"SERVING",0,,152.788587896254,0,0,0,0,1,0,,-996,
105669,48054,3,,,"BEV",0,"MILK, 2 PERCENT (%), REDUCED FAT",5,2,0,,0,,0,,487.347368421053,0,0,0,0,1,0,,-996,
105669,48054,1,,,"SCH",0,"ORANGE CHICKEN",6,2,0,1,6,"PIECE",0,,243.341212121212,0,0,0,0,1,0,,-996,
105669,48056,2,,,"SCH",0,"FRUIT COCKTAIL",5,2,0,,0,,0,,233.878786464411,0,0,0,0,1,0,,-996,
105669,48056,3,,,"BEV",0,"MILK, 2 PERCENT (%), REDUCED FAT",5,2,0,,0,,0,,487.347368421053,0,0,0,0,1,0,,-996,
105669,48056,1,,,"SCH",0,"HAM AND CHEESE SANDWICH",6,2,0,,0,,0,,303.285257861635,0,0,0,0,1,0,,-996,
105669,48500,1,,,"SCH",0,"PIZZA ROLL-UP",6,2,0,,0,,0,,285.473242718447,0,0,0,0,1,0,,-996,
105669,48500,2,,,"SCH",0,"GREEN BEANS",5,2,0,1,0,"SERVING",0,,126.223839732888,0,0,0,0,1,0,,-996,
105669,48500,3,,,"BEV",0,"MILK, 2 PERCENT (%), REDUCED FAT",5,2,0,,0,,0,,487.347368421053,0,0,0,0,1,0,,-996,
105669,48502,4,,,"BEV",0,"MILK, 2 PERCENT (%), REDUCED FAT",5,2,0,,0,,0,,487.347368421053,0,0,0,0,1,0,,-996,
105669,48502,2,,,"SCH",0,"PEAS AND CARROTS",6,2,0,1,0,"SERVING",0,,162.425042979943,0,0,0,0,1,0,,-996,
105669,48502,3,,,"SCH",0,"APPLESAUCE",5,2,0,1,0,"SERVING",0,,238.511295746785,0,0,0,0,1,0,,-996,
105669,48502,1,,,"SCH",0,"CHICKEN AND BISCUITS",6,2,0,1,0,"SERVING",0,,419.148387096774,0,0,0,0,1,0,,-996,
105676,12167,1,,,"BEV",-996,"REGULAR SODA, COCA COLA, COKE, PEPSI",5,1,0,16,0,"OZ",1,,491,0,0,0,0,1,0,,-996,
105676,12173,5,1,3,"BEV",-996,"REGULAR SODA, DR PEPPER, ROOT BEER",5,1,0,,0,,0,"MEDIUM",921,0,0,5,0,0,0,,-996,
105676,12173,1,,,"TOP",-996,"Caesar Side Salad w/ Dressing",7,1,0,,0,,0,,156,0,6.29,0,6.29,0,0,,-996,
105676,12173,4,1,3,"TOP",-996,"French Fries",7,2,0,,0,,0,"MEDIUM",284,0,0,5,0,0,0,,-996,
105676,12173,3,,,"BEV",-996,"LEMONADE",5,1,0,,0,,0,"MEDIUM",992,0,1.89,0,1.89,0,0,,-996,
105676,12173,6,1,3,"BEV",-996,"LEMONADE",5,1,0,,0,,0,"MEDIUM",992,0,0,5,0,0,0,,-996,
105676,12173,2,1,3,"TOP",-996,"Spicy Chicken Fillet",7,2,0,,0,,0,,244,0,6.69,0,13.38,0,0,,-996,
105676,12175,1,,,"GEN",-996,"CAESAR SALAD",6,1,0,,0,,0,,248,0,12.26,0,12.26,0,0,,-996,
105676,12177,2,,,"GEN",-996,"CRUNCH ROLLS",6,1,0,,0,,0,,34,0,6.75,0,6.75,0,0,,-996,
105676,12177,1,,,"BEV",-996,"REGULAR SODA, COCA COLA, COKE, PEPSI",5,1,0,,0,,0,,614,0,2,0,2,0,0,,-996,
105676,12177,3,,,"GEN",-996,"SALAD",6,1,0,,0,,0,,333,0,1.75,0,1.75,0,0,,-996,
105676,12177,4,,,"GEN",-996,"MAYOR ROLL",6,1,0,,0,,0,,28,0,9.25,0,9.25,0,0,,-996,
105676,12438,1,,,"GEN",-996,"HAMBURGER",5,1,0,1,6,"EACH",0,,307,0,8.62,0,8.62,0,0,,-996,
105676,12749,6,,,"GEN",-996,"COLE SLAW",6,1,0,1,0,"SERVING",0,,114,0,0,0,0,1,0,,-996,
105676,12749,5,,,"GEN",-996,"POTATO SALAD",5,1,0,1,0,"SERVING",0,,135,0,0,0,0,1,0,,-996,
105676,12749,4,,,"GEN",-996,"BAKED BEAN",6,1,0,1,6,"SERVING",0,,272,0,0,0,0,1,0,,-996,
105676,12749,3,,,"GEN",-996,"HALF A LINK OF SAUSAGE",6,1,0,,0,,0,,43,0,0,0,0,1,0,,-996,
105676,12749,1,,,"GEN",-996,"BBQ HALF CHICKEN",6,1,0,,0,,0,,368,0,0,0,0,1,0,,-996,
105676,12749,2,,,"GEN",-996,"BARBECUE (BBQ) RIBS",5,2,0,,0,,0,,300,0,0,0,0,1,0,,-996,
105676,12750,3,,,"GEN",-996,"GREEN BEANS",5,1,0,1,0,"SERVING",0,,66,0,0,0,0,1,0,,-996,
105676,12750,4,,,"GEN",-996,"CORN",5,1,0,1,0,"SERVING",0,,37,0,0,0,0,1,0,,-996,
105676,12750,5,,,"GEN",-996,"BROCCOLI",5,1,0,1,0,"SERVING",0,,101,0,0,0,0,1,0,,-996,
105676,12750,1,,,"GEN",-996,"HALF PORTION BAKED WHITE FISH",6,1,0,,0,,0,,162,0,0,0,0,1,0,,-996,
105676,12750,2,,,"GEN",-996,"HALF POUND OF CHICKEN FRIED CHICKEN",6,1,0,16,1,"OZ",1,,453.6,0,0,0,0,1,0,,-996,
105676,12752,3,,,"BEV",-996,"REGULAR SODA, COCA COLA, COKE, PEPSI",5,1,0,,0,,0,"MEDIUM",645,0,1.6,0,1.6,0,0,,-996,
105676,12752,2,,,"TOP",-996,"Guacamole",7,1,0,1,0,"SERVING",0,,99,0,1.8,0,1.8,0,0,,-996,
105676,12752,1,,,"TOP",-996,"BARBACOA TACO",5,1,0,2,0,"SERVING",0,,366,0,6.65,0,6.65,0,0,,-996,
105676,13908,1,,,"GEN",-996,"CARNE ASADA WITH WHITE RICE AND RED BEANS",6,1,0,,0,,0,,337,0,7,0,7,0,0,,-996,
105676,13908,2,,,"GEN",-996,"BEEF BURRITO",6,1,0,,0,,0,,624,0,5,0,5,0,0,,-996,
105676,13908,6,,,"BEV",-996,"ICED TEA UNSWEET",6,1,0,1,6,"LARGE",0,,947,0,1,0,1,0,0,,-996,
105676,13908,4,,,"BEV",-996,"REGULAR SODA, DR PEPPER, ROOT BEER",5,1,0,12,0,"OZ",1,,368.4,0,1,0,1,0,0,,-996,
105676,13908,3,,,"GEN",-996,"BACON AND EGGS TACOS",6,2,0,,0,,0,,442,0,3,0,6,0,0,,-996,
105676,13908,5,,,"GEN",-996,"QUESADILLA, WITH BEEF",5,1,0,,0,,0,,408,0,2,0,2,0,0,,-996,
105678,23270,3,1,3,"GEN",-996,"RICE WITH BEANS",6,1,4,,0,,0,,169,2,0,5,0,0,0,,-996,
105678,23270,2,1,3,"GEN",-996,"TORTILLA",6,1,0,,0,,0,,54.4015584415584,0,0,0,0,0,0,,-996,
